Customer ID,Recency,Frequency,Monetary,Cluster,Segment
15493,33,9,4314.98,3,Champions
15494,21,5,3780.05,2,Loyal Customers
15495,379,1,246.5,0,At-Risk Customers
15496,631,1,146.14,0,At-Risk Customers
15497,18,9,8657.39,3,Champions
15498,3,44,26039.58,3,Champions
15499,724,1,161.6,0,At-Risk Customers
15500,8,4,1131.56,2,Loyal Customers
15501,405,2,402.5,0,At-Risk Customers
15502,16,14,13993.47,3,Champions
15503,363,2,267.15,0,At-Risk Customers
15504,81,4,423.85,1,Potential Loyalists
15505,53,5,3610.96,2,Loyal Customers
15506,23,6,2040.03,2,Loyal Customers
15507,172,1,492.36,1,Potential Loyalists
15508,189,6,1000.27,2,Loyal Customers
15509,380,1,166.51,0,At-Risk Customers
15510,331,1,250.0,0,At-Risk Customers
15511,12,5,909.23,2,Loyal Customers
15512,156,4,331.58,1,Potential Loyalists
15513,33,35,27750.55,3,Champions
15514,12,18,6598.55,3,Champions
15515,387,1,171.81,0,At-Risk Customers
15516,45,3,62.43,1,Potential Loyalists
15517,233,1,267.03,1,Potential Loyalists
15518,64,15,4218.94,3,Champions
15519,383,2,344.61,0,At-Risk Customers
15520,2,1,343.5,1,Potential Loyalists
15521,40,16,7106.69,3,Champions
15522,33,2,398.84,1,Potential Loyalists
15523,84,16,17359.99,3,Champions
15524,25,2,591.4,1,Potential Loyalists
15525,2,4,1295.7,2,Loyal Customers
15526,33,2,148.44,1,Potential Loyalists
15527,19,23,5575.64,3,Champions
15528,254,1,229.33,1,Potential Loyalists
15529,23,12,5111.95,3,Champions
15530,22,5,1813.72,2,Loyal Customers
15531,8,2,2007.44,2,Loyal Customers
15532,25,10,3771.9,3,Champions
15533,19,3,807.57,2,Loyal Customers
15534,726,1,162.25,0,At-Risk Customers
15535,173,6,1087.82,2,Loyal Customers
15536,409,1,259.09,0,At-Risk Customers
15537,163,1,110.92,1,Potential Loyalists
15538,538,6,3358.4,0,At-Risk Customers
15539,7,1,538.46,1,Potential Loyalists
15540,11,2,460.68,1,Potential Loyalists
15541,114,1,85.13,1,Potential Loyalists
15542,512,3,918.45,0,At-Risk Customers
15543,288,2,242.84,1,Potential Loyalists
15544,9,20,8162.43,3,Champions
15545,54,2,428.05,1,Potential Loyalists
15546,607,2,1079.1,0,At-Risk Customers
15547,7,26,10154.39,3,Champions
15548,596,1,158.09,0,At-Risk Customers
15549,77,8,2345.96,2,Loyal Customers
15550,4,12,2218.8,3,Champions
15551,37,7,1710.08,2,Loyal Customers
15552,217,2,252.52,1,Potential Loyalists
15553,60,1,437.23,1,Potential Loyalists
15554,278,1,217.2,1,Potential Loyalists
15555,12,36,12112.35,3,Champions
15556,24,1,279.77,1,Potential Loyalists
15557,29,1,473.65,1,Potential Loyalists
15558,639,1,214.13,0,At-Risk Customers
15559,568,1,1109.4,0,At-Risk Customers
15560,398,2,153.52,0,At-Risk Customers
15561,12,8,1934.39,2,Loyal Customers
15562,352,3,673.38,0,At-Risk Customers
15563,22,7,2867.0,2,Loyal Customers
15564,463,2,70.74,0,At-Risk Customers
15565,50,2,173.16,1,Potential Loyalists
15566,393,2,227.87,0,At-Risk Customers
15567,19,1,186.01,1,Potential Loyalists
15568,3,3,758.29,2,Loyal Customers
15569,104,10,3586.35,3,Champions
15570,7,25,9311.04,3,Champions
15571,12,14,4051.63,3,Champions
15572,5,10,4068.67,3,Champions
15573,32,5,1207.18,2,Loyal Customers
15574,178,6,1518.7,2,Loyal Customers
15575,620,1,30.1,0,At-Risk Customers
15576,38,1,940.67,1,Potential Loyalists
15577,151,5,397.98,2,Loyal Customers
15578,162,1,127.1,1,Potential Loyalists
15579,69,5,1302.5,2,Loyal Customers
15580,377,8,1381.19,2,Loyal Customers
15581,121,38,7794.59,3,Champions
15582,25,3,682.91,1,Potential Loyalists
15583,376,1,107.86,0,At-Risk Customers
15584,24,6,1277.5,2,Loyal Customers
15585,177,1,455.3,1,Potential Loyalists
15586,593,3,1139.1,0,At-Risk Customers
15587,50,7,1522.08,2,Loyal Customers
15588,678,1,579.6,0,At-Risk Customers
15589,256,3,478.53,1,Potential Loyalists
15590,382,5,1496.6,2,Loyal Customers
15591,583,3,217.9,0,At-Risk Customers
15592,47,1,388.58,1,Potential Loyalists
15593,71,1,199.8,1,Potential Loyalists
15594,16,5,1771.78,2,Loyal Customers
15595,488,1,357.6,0,At-Risk Customers
15596,101,9,3130.04,2,Loyal Customers
15597,35,2,563.37,1,Potential Loyalists
15598,53,2,548.02,1,Potential Loyalists
15599,27,3,1250.06,2,Loyal Customers
15600,428,4,1199.31,0,At-Risk Customers
15601,11,30,14960.12,3,Champions
15602,8,16,3230.51,3,Champions
15603,79,2,88.48,1,Potential Loyalists
15604,52,1,216.39,1,Potential Loyalists
15605,36,9,1936.8,2,Loyal Customers
15606,61,17,5230.99,3,Champions
15607,337,9,1708.97,2,Loyal Customers
15608,28,5,1785.98,2,Loyal Customers
15609,184,1,298.48,1,Potential Loyalists
15610,52,1,112.46,1,Potential Loyalists
15611,10,26,2997.28,3,Champions
15612,36,2,195.15,1,Potential Loyalists
15613,610,1,433.72,0,At-Risk Customers
15614,438,4,3147.36,2,Loyal Customers
15615,10,47,21373.97,3,Champions
15616,438,1,317.11,0,At-Risk Customers
15617,396,3,828.55,0,At-Risk Customers
15618,33,4,776.85,2,Loyal Customers
15619,11,1,336.4,1,Potential Loyalists
15620,57,4,1942.36,2,Loyal Customers
15621,4,4,1293.03,2,Loyal Customers
15622,43,17,7852.61,3,Champions
15623,141,8,2437.05,2,Loyal Customers
15624,117,4,588.13,2,Loyal Customers
15625,104,9,3236.4,2,Loyal Customers
15626,75,3,1067.52,2,Loyal Customers
15627,457,2,566.9,0,At-Risk Customers
15628,5,17,5652.26,3,Champions
15629,450,4,2240.9,0,At-Risk Customers
15630,45,3,1481.4,2,Loyal Customers
15631,642,1,596.67,0,At-Risk Customers
15632,16,8,3285.31,2,Loyal Customers
15633,509,13,4352.46,3,Champions
15634,17,2,554.65,1,Potential Loyalists
15635,396,1,100.35,0,At-Risk Customers
15636,90,4,1444.58,2,Loyal Customers
15637,53,5,797.59,2,Loyal Customers
15638,379,6,2265.2,2,Loyal Customers
15639,134,3,1065.08,2,Loyal Customers
15640,4,29,23957.58,3,Champions
15641,105,12,5345.55,3,Champions
15642,730,1,105.78,0,At-Risk Customers
15643,192,3,664.0,1,Potential Loyalists
15644,166,4,813.0,2,Loyal Customers
15645,19,3,1055.17,2,Loyal Customers
15646,158,5,974.61,2,Loyal Customers
15647,415,1,169.0,0,At-Risk Customers
15648,204,2,657.35,1,Potential Loyalists
15649,336,4,2170.35,2,Loyal Customers
15650,522,2,553.88,0,At-Risk Customers
15651,37,5,1259.06,2,Loyal Customers
15652,91,5,1420.34,2,Loyal Customers
15653,93,2,877.44,1,Potential Loyalists
15654,9,2,922.53,1,Potential Loyalists
15655,243,1,560.67,1,Potential Loyalists
15656,45,4,748.5,2,Loyal Customers
15657,23,1,30.0,1,Potential Loyalists
15658,190,8,2423.47,2,Loyal Customers
15659,44,3,532.49,1,Potential Loyalists
15660,25,15,2812.99,3,Champions
15661,317,8,1215.95,2,Loyal Customers
15662,661,2,283.73,0,At-Risk Customers
15663,106,1,138.14,1,Potential Loyalists
15664,51,4,1254.03,2,Loyal Customers
15665,168,5,4015.12,2,Loyal Customers
15666,472,2,632.94,0,At-Risk Customers
15667,40,1,301.32,1,Potential Loyalists
15668,218,1,76.32,1,Potential Loyalists
15669,40,4,684.34,2,Loyal Customers
15670,297,2,325.2,1,Potential Loyalists
15671,19,7,2657.13,2,Loyal Customers
15672,725,1,45.3,0,At-Risk Customers
15673,88,9,6414.79,3,Champions
15674,73,13,6948.23,3,Champions
15675,81,4,542.04,2,Loyal Customers
15676,19,3,3435.76,2,Loyal Customers
15677,49,3,1305.63,2,Loyal Customers
15678,53,3,1893.89,2,Loyal Customers
15679,24,4,781.28,2,Loyal Customers
15680,9,10,4507.58,3,Champions
15681,25,14,2989.7,3,Champions
15682,599,2,318.24,0,At-Risk Customers
15683,117,2,524.54,1,Potential Loyalists
15684,547,3,173.95,0,At-Risk Customers
15685,450,1,55.98,0,At-Risk Customers
15686,420,1,90.0,0,At-Risk Customers
15687,9,9,2993.1,2,Loyal Customers
15688,419,1,190.57,0,At-Risk Customers
15689,120,3,521.03,1,Potential Loyalists
15690,4,2,239.76,1,Potential Loyalists
15691,252,4,571.3,2,Loyal Customers
15692,28,1,191.04,1,Potential Loyalists
15693,659,1,37.5,0,At-Risk Customers
15694,1,24,10810.81,3,Champions
15695,267,4,1131.04,2,Loyal Customers
15696,33,13,3906.57,3,Champions
15697,690,1,246.75,0,At-Risk Customers
15698,624,1,46.2,0,At-Risk Customers
15699,18,1,309.65,1,Potential Loyalists
15700,172,2,696.68,1,Potential Loyalists
15701,2,4,1542.14,2,Loyal Customers
15702,476,2,140.39,0,At-Risk Customers
15703,265,1,211.5,1,Potential Loyalists
15704,140,6,3817.96,2,Loyal Customers
15705,201,1,143.1,1,Potential Loyalists
15706,64,4,1060.56,2,Loyal Customers
15707,35,4,945.58,2,Loyal Customers
15708,41,9,4378.72,3,Champions
15709,284,2,327.85,1,Potential Loyalists
15710,417,1,898.87,0,At-Risk Customers
15711,557,2,420.25,0,At-Risk Customers
15712,9,12,3472.41,3,Champions
15713,143,4,1010.79,2,Loyal Customers
15714,12,5,784.81,2,Loyal Customers
15715,556,5,658.02,0,At-Risk Customers
15716,146,11,3056.81,3,Champions
15717,234,5,607.0,2,Loyal Customers
15718,540,1,293.79,0,At-Risk Customers
15719,33,31,10223.06,3,Champions
15720,24,2,741.92,1,Potential Loyalists
15721,12,1,507.08,1,Potential Loyalists
15722,36,11,5258.1,3,Champions
15723,365,4,947.65,0,At-Risk Customers
15724,201,3,310.85,1,Potential Loyalists
15725,15,1,415.25,1,Potential Loyalists
15726,390,1,321.91,0,At-Risk Customers
15727,17,15,9445.51,3,Champions
15728,380,2,544.6,0,At-Risk Customers
15729,213,3,192.55,1,Potential Loyalists
15730,66,5,1726.58,2,Loyal Customers
15731,554,1,125.3,0,At-Risk Customers
15732,212,10,1682.07,2,Loyal Customers
15733,283,1,162.3,1,Potential Loyalists
15734,115,4,2263.3,2,Loyal Customers
15735,421,1,327.68,0,At-Risk Customers
15736,435,2,1815.72,0,At-Risk Customers
15737,15,8,1205.12,2,Loyal Customers
15738,19,41,13372.97,3,Champions
15739,66,1,449.12,1,Potential Loyalists
15740,49,1,154.88,1,Potential Loyalists
15741,458,2,208.62,0,At-Risk Customers
15742,619,1,156.87,0,At-Risk Customers
15743,16,4,784.46,2,Loyal Customers
15744,78,1,34.8,1,Potential Loyalists
15745,19,4,1094.59,2,Loyal Customers
15746,134,1,196.88,1,Potential Loyalists
15747,13,9,2562.61,2,Loyal Customers
15748,40,3,614.76,1,Potential Loyalists
15749,235,3,44534.3,3,Champions
15750,3,18,6797.19,3,Champions
15751,461,11,1380.44,2,Loyal Customers
15752,40,9,4207.54,3,Champions
15753,305,1,79.2,0,At-Risk Customers
15754,51,9,3037.61,2,Loyal Customers
15755,10,17,5993.12,3,Champions
15756,61,4,532.96,2,Loyal Customers
15757,66,6,2940.36,2,Loyal Customers
15758,25,1,205.25,1,Potential Loyalists
15759,218,7,830.93,2,Loyal Customers
15760,631,2,13916.34,0,At-Risk Customers
15761,443,1,143.05,0,At-Risk Customers
15762,65,2,583.75,1,Potential Loyalists
15763,32,2,1086.92,1,Potential Loyalists
15764,88,8,4503.08,2,Loyal Customers
15765,667,1,370.63,0,At-Risk Customers
15766,64,3,831.06,2,Loyal Customers
15768,116,34,15601.09,3,Champions
15769,7,46,88704.32,3,Champions
15770,613,1,321.45,0,At-Risk Customers
15771,604,3,1006.54,0,At-Risk Customers
15772,418,1,280.88,0,At-Risk Customers
15773,6,2,774.52,1,Potential Loyalists
15774,69,6,1329.94,2,Loyal Customers
15775,245,2,150.5,1,Potential Loyalists
15776,133,1,241.62,1,Potential Loyalists
15777,241,7,1762.61,2,Loyal Customers
15778,431,1,307.95,0,At-Risk Customers
15779,463,2,124.08,0,At-Risk Customers
15780,184,3,475.28,1,Potential Loyalists
15781,25,3,345.46,1,Potential Loyalists
15782,10,4,4014.1,2,Loyal Customers
15783,11,1,246.3,1,Potential Loyalists
15784,468,2,848.33,0,At-Risk Customers
15785,33,16,5969.93,3,Champions
15786,46,5,8514.82,2,Loyal Customers
15787,26,3,948.05,2,Loyal Customers
15788,509,1,221.83,0,At-Risk Customers
15789,358,6,1962.01,2,Loyal Customers
15790,10,1,220.85,1,Potential Loyalists
15791,44,5,3608.34,2,Loyal Customers
15792,400,2,933.84,0,At-Risk Customers
15793,15,8,2399.57,2,Loyal Customers
15794,736,2,777.0,0,At-Risk Customers
15795,150,8,1979.87,2,Loyal Customers
15796,1,17,5175.83,3,Champions
15797,113,6,2821.08,2,Loyal Customers
15798,493,3,1535.37,0,At-Risk Customers
15799,76,4,1424.29,2,Loyal Customers
15800,107,7,1242.58,2,Loyal Customers
15801,46,3,1063.95,2,Loyal Customers
15802,143,1,451.42,1,Potential Loyalists
15803,51,4,1929.66,2,Loyal Customers
15804,1,13,4206.39,3,Champions
15805,23,30,10189.23,3,Champions
15806,46,3,784.58,2,Loyal Customers
15807,50,5,1817.52,2,Loyal Customers
15808,306,21,18409.93,3,Champions
15809,36,7,1274.44,2,Loyal Customers
15810,79,8,2999.04,2,Loyal Customers
15811,22,7,3890.52,2,Loyal Customers
15812,107,12,5201.47,3,Champions
15813,208,2,1303.91,2,Loyal Customers
15814,17,6,2634.44,2,Loyal Customers
15815,64,5,2100.6,2,Loyal Customers
15816,542,2,144.15,0,At-Risk Customers
15817,421,3,2766.4,0,At-Risk Customers
15818,588,1,340.5,0,At-Risk Customers
15819,49,10,3934.79,3,Champions
15820,320,1,206.98,0,At-Risk Customers
15821,44,2,570.96,1,Potential Loyalists
15822,3,6,1840.06,2,Loyal Customers
15823,372,3,3897.17,2,Loyal Customers
15824,453,2,890.94,0,At-Risk Customers
15825,172,1,532.94,1,Potential Loyalists
15826,56,4,2598.28,2,Loyal Customers
15827,73,28,3794.07,3,Champions
15828,375,1,1108.82,0,At-Risk Customers
15829,99,2,636.14,1,Potential Loyalists
15830,38,1,576.0,1,Potential Loyalists
15831,58,3,801.76,2,Loyal Customers
15832,254,1,836.79,1,Potential Loyalists
15833,738,1,80.4,0,At-Risk Customers
15834,70,7,3772.99,2,Loyal Customers
15835,44,4,954.09,2,Loyal Customers
15836,50,1,137.37,1,Potential Loyalists
15837,65,2,777.01,1,Potential Loyalists
15838,11,34,74163.0,3,Champions
15839,33,3,1048.49,2,Loyal Customers
15840,59,2,355.56,1,Potential Loyalists
15841,73,9,2742.41,2,Loyal Customers
15842,393,2,548.8,0,At-Risk Customers
15843,304,1,118.95,0,At-Risk Customers
15844,46,1,130.74,1,Potential Loyalists
15845,18,11,4426.28,3,Champions
15846,385,1,107.01,0,At-Risk Customers
15847,38,5,822.57,2,Loyal Customers
15848,622,1,139.94,0,At-Risk Customers
15850,19,6,1058.72,2,Loyal Customers
15851,527,1,109.73,0,At-Risk Customers
15852,187,3,257.26,1,Potential Loyalists
15853,52,1,110.8,1,Potential Loyalists
15854,4,21,5583.81,3,Champions
15855,137,6,1052.72,2,Loyal Customers
15856,4,52,34220.34,3,Champions
15857,19,2,570.48,1,Potential Loyalists
15858,16,13,3960.37,3,Champions
15859,432,1,438.46,0,At-Risk Customers
15860,41,17,2505.21,3,Champions
15861,12,12,4401.79,3,Champions
15862,8,13,2928.29,3,Champions
15863,26,5,358.7,1,Potential Loyalists
15864,22,7,2180.76,2,Loyal Customers
15865,41,5,2248.92,2,Loyal Customers
15866,101,1,230.53,1,Potential Loyalists
15867,5,31,9063.95,3,Champions
15868,583,1,94.53,0,At-Risk Customers
15869,277,3,323.66,1,Potential Loyalists
15870,33,4,862.61,2,Loyal Customers
15871,437,1,33.1,0,At-Risk Customers
15872,15,4,795.68,2,Loyal Customers
15873,500,4,313.92,0,At-Risk Customers
15874,64,21,11284.76,3,Champions
15875,646,1,111.72,0,At-Risk Customers
15876,409,2,1449.14,0,At-Risk Customers
15877,2,2,493.28,1,Potential Loyalists
15878,562,2,330.77,0,At-Risk Customers
15879,404,4,1157.3,0,At-Risk Customers
15880,369,1,686.56,0,At-Risk Customers
15881,312,5,501.39,2,Loyal Customers
15882,199,8,1495.98,2,Loyal Customers
15883,2,2,396.48,1,Potential Loyalists
15884,432,2,249.7,0,At-Risk Customers
15885,93,15,1951.82,3,Champions
15886,60,4,1052.87,2,Loyal Customers
15887,407,3,1027.15,0,At-Risk Customers
15888,81,3,429.16,1,Potential Loyalists
15889,157,8,1806.28,2,Loyal Customers
15890,395,5,535.65,0,At-Risk Customers
15891,227,1,524.52,1,Potential Loyalists
15892,669,1,128.2,0,At-Risk Customers
15893,482,1,305.28,0,At-Risk Customers
15894,253,2,420.29,1,Potential Loyalists
15895,150,1,179.17,1,Potential Loyalists
15897,194,2,222.05,1,Potential Loyalists
15898,1,25,5596.31,3,Champions
15899,369,1,112.5,0,At-Risk Customers
15900,24,4,900.4,2,Loyal Customers
15901,17,7,703.22,2,Loyal Customers
15902,380,1,145.01,0,At-Risk Customers
15903,10,12,8939.84,3,Champions
15904,8,1,164.68,1,Potential Loyalists
15905,543,1,114.69,0,At-Risk Customers
15906,20,10,2555.64,2,Loyal Customers
15907,4,3,967.45,2,Loyal Customers
15908,491,2,764.57,0,At-Risk Customers
15909,174,1,191.94,1,Potential Loyalists
15910,1,15,2681.8,3,Champions
15911,624,8,1702.34,0,At-Risk Customers
15912,178,9,1074.7,2,Loyal Customers
15913,534,1,6.3,0,At-Risk Customers
15914,378,2,205.99,0,At-Risk Customers
15915,402,1,429.21,0,At-Risk Customers
15916,16,13,3427.17,3,Champions
15917,248,5,560.63,2,Loyal Customers
15918,191,3,582.88,1,Potential Loyalists
15919,20,2,910.61,1,Potential Loyalists
15920,154,9,571.64,2,Loyal Customers
15921,173,4,802.11,2,Loyal Customers
15922,373,1,739.0,0,At-Risk Customers
15923,373,1,254.16,0,At-Risk Customers
15924,731,1,102.82,0,At-Risk Customers
15925,194,1,207.15,1,Potential Loyalists
15926,542,1,134.44,0,At-Risk Customers
15927,647,1,123.39,0,At-Risk Customers
15928,656,1,293.53,0,At-Risk Customers
15929,644,1,594.0,0,At-Risk Customers
15930,67,1,426.63,1,Potential Loyalists
15931,428,1,239.9,0,At-Risk Customers
15932,4,8,2495.87,2,Loyal Customers
15933,21,3,1107.46,2,Loyal Customers
15934,418,2,2190.66,0,At-Risk Customers
15935,239,2,416.86,1,Potential Loyalists
15936,379,2,282.79,0,At-Risk Customers
15937,64,1,145.35,1,Potential Loyalists
15938,112,9,734.81,2,Loyal Customers
15939,90,16,9060.39,3,Champions
15940,311,1,35.8,0,At-Risk Customers
15941,637,1,405.0,0,At-Risk Customers
15942,134,1,337.44,1,Potential Loyalists
15943,650,2,271.29,0,At-Risk Customers
15944,277,4,2164.24,2,Loyal Customers
15945,365,4,827.27,0,At-Risk Customers
15946,503,3,2304.18,0,At-Risk Customers
15947,83,1,1708.24,1,Potential Loyalists
15948,8,3,1509.09,2,Loyal Customers
15949,17,2,364.72,1,Potential Loyalists
15950,32,10,7180.71,3,Champions
15951,9,3,1013.17,2,Loyal Customers
15952,34,4,806.57,2,Loyal Customers
15953,15,18,3669.55,3,Champions
15954,589,1,190.75,0,At-Risk Customers
15955,24,22,8658.36,3,Champions
15956,551,2,617.6,0,At-Risk Customers
15957,32,3,930.1,2,Loyal Customers
15958,74,4,492.99,1,Potential Loyalists
15959,682,3,579.49,0,At-Risk Customers
15960,374,4,410.95,0,At-Risk Customers
15961,379,1,451.29,0,At-Risk Customers
15962,449,1,295.83,0,At-Risk Customers
15963,20,2,470.76,1,Potential Loyalists
15964,663,1,272.96,0,At-Risk Customers
15965,17,13,3013.09,3,Champions
15966,451,1,426.53,0,At-Risk Customers
15967,23,12,3041.6,3,Champions
15968,388,1,418.05,0,At-Risk Customers
15969,3,5,1127.05,2,Loyal Customers
15970,304,2,1017.32,0,At-Risk Customers
15971,18,18,5902.83,3,Champions
15972,456,5,1810.27,0,At-Risk Customers
15973,367,3,988.44,0,At-Risk Customers
15974,39,7,3442.15,2,Loyal Customers
15975,84,1,371.01,1,Potential Loyalists
15976,165,6,1746.64,2,Loyal Customers
15977,17,2,1054.73,1,Potential Loyalists
15978,77,3,3279.42,2,Loyal Customers
15979,603,1,329.22,0,At-Risk Customers
15980,89,7,6593.68,3,Champions
15981,25,21,9362.77,3,Champions
15982,605,1,324.51,0,At-Risk Customers
15983,22,8,3958.82,2,Loyal Customers
15984,3,30,8759.32,3,Champions
15985,123,7,2715.28,2,Loyal Customers
15986,30,2,354.42,1,Potential Loyalists
15987,12,8,1682.13,2,Loyal Customers
15988,19,3,770.09,2,Loyal Customers
15989,376,2,372.51,0,At-Risk Customers
15990,44,7,2010.05,2,Loyal Customers
15991,534,1,150.55,0,At-Risk Customers
15992,4,3,896.6,2,Loyal Customers
15993,9,7,2797.57,2,Loyal Customers
15994,55,3,1202.18,2,Loyal Customers
15995,414,1,696.19,0,At-Risk Customers
15996,88,7,1686.9,2,Loyal Customers
15998,37,16,8308.34,3,Champions
15999,736,1,20.4,0,At-Risk Customers
16000,3,3,12393.7,2,Loyal Customers
16001,381,1,583.39,0,At-Risk Customers
16002,625,1,169.21,0,At-Risk Customers
16003,30,10,5613.83,3,Champions
16004,475,5,2146.39,0,At-Risk Customers
16005,12,10,2436.22,2,Loyal Customers
16006,211,2,347.17,1,Potential Loyalists
16007,48,7,3075.14,2,Loyal Customers
16008,24,15,5384.13,3,Champions
16009,22,4,992.71,2,Loyal Customers
16010,246,11,1724.06,2,Loyal Customers
16011,8,29,5880.46,3,Champions
16012,35,5,2989.79,2,Loyal Customers
16013,4,84,57446.44,3,Champions
16014,38,5,1130.27,2,Loyal Customers
16015,4,3,705.39,1,Potential Loyalists
16016,3,11,2533.94,3,Champions
16017,47,5,1553.83,2,Loyal Customers
16018,39,4,698.13,2,Loyal Customers
16019,47,27,17465.85,3,Champions
16020,17,3,851.01,2,Loyal Customers
16021,395,2,532.25,0,At-Risk Customers
16022,260,1,628.28,1,Potential Loyalists
16023,46,3,719.81,1,Potential Loyalists
16024,12,3,484.2,1,Potential Loyalists
16025,30,1,439.66,1,Potential Loyalists
16026,43,1,236.09,1,Potential Loyalists
16027,92,15,2048.36,3,Champions
16028,596,1,82.2,0,At-Risk Customers
16029,39,107,122209.14,3,Champions
16030,310,1,331.24,0,At-Risk Customers
16031,92,2,548.94,1,Potential Loyalists
16032,456,6,1970.45,2,Loyal Customers
16033,6,27,10836.13,3,Champions
16034,196,6,928.72,2,Loyal Customers
16035,560,1,217.73,0,At-Risk Customers
16036,87,4,2556.84,2,Loyal Customers
16037,270,5,1509.34,2,Loyal Customers
16038,8,3,471.78,1,Potential Loyalists
16039,424,2,456.4,0,At-Risk Customers
16040,65,7,2416.9,2,Loyal Customers
16041,31,3,3166.4,2,Loyal Customers
16042,22,8,2265.12,2,Loyal Customers
16043,38,8,1856.59,2,Loyal Customers
16044,435,1,340.84,0,At-Risk Customers
16045,120,8,3434.93,2,Loyal Customers
16046,562,1,235.78,0,At-Risk Customers
16047,682,1,107.14,0,At-Risk Customers
16048,373,4,1075.23,0,At-Risk Customers
16049,40,6,1899.68,2,Loyal Customers
16050,174,3,300.7,1,Potential Loyalists
16051,682,1,188.44,0,At-Risk Customers
16052,54,1,362.06,1,Potential Loyalists
16053,33,6,3634.84,2,Loyal Customers
16054,145,4,2111.88,2,Loyal Customers
16055,221,1,134.8,1,Potential Loyalists
16056,45,1,664.85,1,Potential Loyalists
16057,16,10,3854.85,3,Champions
16058,406,1,62.7,0,At-Risk Customers
16059,66,12,3217.77,3,Champions
16060,401,3,541.95,0,At-Risk Customers
16061,431,1,89.65,0,At-Risk Customers
16062,10,8,2863.45,2,Loyal Customers
16063,260,1,335.32,1,Potential Loyalists
16064,725,1,111.0,0,At-Risk Customers
16065,365,8,2382.62,2,Loyal Customers
16066,17,5,1521.87,2,Loyal Customers
16067,563,3,3395.29,0,At-Risk Customers
16068,594,1,122.93,0,At-Risk Customers
16069,418,1,457.7,0,At-Risk Customers
16070,22,2,852.15,1,Potential Loyalists
16071,45,4,1076.8,2,Loyal Customers
16072,288,4,4328.89,2,Loyal Customers
16073,297,1,122.4,1,Potential Loyalists
16074,390,1,265.25,0,At-Risk Customers
16075,503,2,736.93,0,At-Risk Customers
16076,3,10,2234.73,2,Loyal Customers
16077,626,1,2300.4,0,At-Risk Customers
16078,284,2,362.99,1,Potential Loyalists
16079,17,3,1352.0,2,Loyal Customers
16080,82,4,602.56,2,Loyal Customers
16081,56,8,4460.18,2,Loyal Customers
16082,670,1,106.75,0,At-Risk Customers
16083,101,4,2351.42,2,Loyal Customers
16084,299,1,436.18,0,At-Risk Customers
16085,23,12,2343.53,3,Champions
16086,59,10,2864.99,2,Loyal Customers
16087,389,5,1739.92,2,Loyal Customers
16088,576,2,1437.43,0,At-Risk Customers
16089,386,2,271.44,0,At-Risk Customers
16090,624,1,205.91,0,At-Risk Customers
16091,155,2,315.06,1,Potential Loyalists
16092,115,6,1587.94,2,Loyal Customers
16093,107,1,17.0,1,Potential Loyalists
16094,12,11,3695.56,3,Champions
16095,456,1,447.05,0,At-Risk Customers
16096,264,4,1584.97,2,Loyal Customers
16097,240,1,185.05,1,Potential Loyalists
16098,88,14,4448.1,3,Champions
16099,50,7,1573.2,2,Loyal Customers
16100,463,1,582.64,0,At-Risk Customers
16101,71,4,3229.16,2,Loyal Customers
16102,42,3,1842.14,2,Loyal Customers
16103,7,22,6191.71,3,Champions
16104,62,9,2778.61,2,Loyal Customers
16105,249,5,2386.19,2,Loyal Customers
16106,66,1,108.38,1,Potential Loyalists
16107,18,7,3204.16,2,Loyal Customers
16108,85,4,2235.92,2,Loyal Customers
16109,219,3,939.48,2,Loyal Customers
16110,45,4,1819.27,2,Loyal Customers
16111,428,1,562.48,0,At-Risk Customers
16112,143,4,195.74,1,Potential Loyalists
16113,183,1,161.38,1,Potential Loyalists
16114,171,1,135.75,1,Potential Loyalists
16115,10,12,2575.14,3,Champions
16116,212,1,612.78,1,Potential Loyalists
16117,190,3,654.4,1,Potential Loyalists
16118,653,1,4376.25,0,At-Risk Customers
16119,8,8,1720.81,2,Loyal Customers
16120,59,6,3056.91,2,Loyal Customers
16121,57,5,1477.09,2,Loyal Customers
16122,73,6,1001.34,2,Loyal Customers
16123,52,1,307.78,1,Potential Loyalists
16124,317,4,1772.49,2,Loyal Customers
16125,367,14,4587.65,3,Champions
16126,29,15,14646.8,3,Champions
16127,39,2,801.31,1,Potential Loyalists
16128,18,11,3801.05,3,Champions
16129,407,3,1396.05,0,At-Risk Customers
16130,422,4,987.48,0,At-Risk Customers
16131,52,12,9957.42,3,Champions
16132,544,2,664.2,0,At-Risk Customers
16133,4,56,22992.26,3,Champions
16134,22,5,2145.34,2,Loyal Customers
16135,263,2,819.45,1,Potential Loyalists
16136,60,4,946.8,2,Loyal Customers
16137,680,1,422.7,0,At-Risk Customers
16138,379,3,910.35,0,At-Risk Customers
16139,19,5,1111.15,2,Loyal Customers
16140,66,3,1557.6,2,Loyal Customers
16141,88,2,955.94,1,Potential Loyalists
16142,250,1,535.34,1,Potential Loyalists
16143,3,12,4910.83,3,Champions
16144,247,1,175.2,1,Potential Loyalists
16145,9,19,6805.44,3,Champions
16146,157,4,946.38,2,Loyal Customers
16147,134,5,2398.91,2,Loyal Customers
16148,296,2,386.62,1,Potential Loyalists
16149,5,3,422.22,1,Potential Loyalists
16150,43,10,4395.59,3,Champions
16152,269,1,1829.04,1,Potential Loyalists
